run_id,timestamp,previous_batches,previous_traversals,previous_elapsed_sec,run_batches,run_traversals,run_elapsed_sec,total_batches,total_traversals,total_elapsed_sec,batches,traversals,elapsed_sec,workers,merge_interval,regret_update,stack,small_blind,infosets,utility_sum_last_batch,checkpoint_reason
20260502-173235,1777770195.544689,319,1914000,7227.739278078079,5840,35040000,12639.772394895554,6159,36954000,19867.511672973633,6159,36954000,19867.511672973633,10,300,cfr,1000,10,3104,175.3357806624083,interval
20260502-173235,1777770497.5393438,319,1914000,7227.739278078079,5983,35898000,12941.767564058304,6302,37812000,20169.506842136383,6302,37812000,20169.506842136383,10,300,cfr,1000,10,3104,453.99303190503,interval
20260502-173235,1777770798.3473458,319,1914000,7227.739278078079,6128,36768000,13242.574915885925,6447,38682000,20470.314193964005,6447,38682000,20470.314193964005,10,300,cfr,1000,10,3104,116.605992489568,interval
20260502-173235,1777771100.0539079,319,1914000,7227.739278078079,6270,37620000,13544.282862901688,6589,39534000,20772.022140979767,6589,39534000,20772.022140979767,10,300,cfr,1000,10,3104,-86.76787189051277,interval
20260502-173235,1777771402.290227,319,1914000,7227.739278078079,6408,38448000,13846.516371965408,6727,40362000,21074.255650043488,6727,40362000,21074.255650043488,10,300,cfr,1000,10,3104,-267.1095583611359,interval
20260502-173235,1777771703.189835,319,1914000,7227.739278078079,6543,39258000,14147.417237997055,6862,41172000,21375.156516075134,6862,41172000,21375.156516075134,10,300,cfr,1000,10,3104,-1083.4349368894887,interval
20260502-173235,1777771955.92899,319,1914000,7227.739278078079,6652,39912000,14400.156327962875,6971,41826000,21627.895606040955,6971,41826000,21627.895606040955,10,300,cfr,1000,10,3104,-680.8240157393453,final
20260502-222802,1777775584.651733,0,0,0.0,134,804000,301.93833088874817,134,804000,301.93833088874817,134,804000,301.93833088874817,10,300,cfr,1000,10,6336,386.7775034864205,interval
20260502-222802,1777775886.065846,0,0,0.0,283,1698000,603.3591330051422,283,1698000,603.3591330051422,283,1698000,603.3591330051422,10,300,cfr,1000,10,6336,-2515.9840443476364,interval
20260502-222802,1777776186.9269161,0,0,0.0,432,2592000,904.2168688774109,432,2592000,904.2168688774109,432,2592000,904.2168688774109,10,300,cfr,1000,10,6336,1386.7926109115529,interval
20260502-222802,1777776487.1583529,0,0,0.0,578,3468000,1204.4446239471436,578,3468000,1204.4446239471436,578,3468000,1204.4446239471436,10,300,cfr,1000,10,6336,-189.2815610272957,interval
20260502-222802,1777776788.042531,0,0,0.0,719,4314000,1505.3269760608673,719,4314000,1505.3269760608673,719,4314000,1505.3269760608673,10,300,cfr,1000,10,6336,435.78975224398823,interval
20260502-222802,1777777088.129534,0,0,0.0,857,5142000,1805.4167029857635,857,5142000,1805.4167029857635,857,5142000,1805.4167029857635,10,300,cfr,1000,10,6336,-396.68861704896744,interval
20260502-222802,1777777389.946156,0,0,0.0,1003,6018000,2107.2312200069427,1003,6018000,2107.2312200069427,1003,6018000,2107.2312200069427,10,300,cfr,1000,10,6336,-670.812161840105,interval
20260502-222802,1777777691.269702,0,0,0.0,1144,6864000,2408.5607340335846,1144,6864000,2408.5607340335846,1144,6864000,2408.5607340335846,10,300,cfr,1000,10,6336,1547.598481659545,interval
20260502-222802,1777777991.8349519,0,0,0.0,1281,7686000,2709.1263501644135,1281,7686000,2709.1263501644135,1281,7686000,2709.1263501644135,10,300,cfr,1000,10,6336,-662.3088461997033,interval
20260502-222802,1777778293.594626,0,0,0.0,1418,8508000,3010.884995698929,1418,8508000,3010.884995698929,1418,8508000,3010.884995698929,10,300,cfr,1000,10,6336,2620.9876224816344,interval
20260502-222802,1777778593.8469691,0,0,0.0,1559,9354000,3311.1366488933563,1559,9354000,3311.1366488933563,1559,9354000,3311.1366488933563,10,300,cfr,1000,10,6336,-50.57618906245092,interval
20260502-222802,1777778893.98805,0,0,0.0,1702,10212000,3611.2739028930664,1702,10212000,3611.2739028930664,1702,10212000,3611.2739028930664,10,300,cfr,1000,10,6336,809.6561767252088,interval
20260502-222802,1777779196.146977,0,0,0.0,1840,11040000,3913.4392659664154,1840,11040000,3913.4392659664154,1840,11040000,3913.4392659664154,10,300,cfr,1000,10,6336,-217.74934984275183,interval
20260502-222802,1777779498.4518158,0,0,0.0,1976,11856000,4215.742019891739,1976,11856000,4215.742019891739,1976,11856000,4215.742019891739,10,300,cfr,1000,10,6336,851.5388141860459,interval
20260502-222802,1777779799.7513652,0,0,0.0,2112,12672000,4517.040814876556,2112,12672000,4517.040814876556,2112,12672000,4517.040814876556,10,300,cfr,1000,10,6336,-1651.0940605196856,interval
20260502-222802,1777780100.185884,0,0,0.0,2253,13518000,4817.477073907852,2253,13518000,4817.477073907852,2253,13518000,4817.477073907852,10,300,cfr,1000,10,6336,-598.7367559330376,interval
20260502-222802,1777780402.004569,0,0,0.0,2395,14370000,5119.292355060577,2395,14370000,5119.292355060577,2395,14370000,5119.292355060577,10,300,cfr,1000,10,6336,-187.90153563002136,interval
