run_id,timestamp,previous_batches,previous_traversals,previous_elapsed_sec,run_batches,run_traversals,run_elapsed_sec,total_batches,total_traversals,total_elapsed_sec,batches,traversals,elapsed_sec,workers,merge_interval,regret_update,stack,small_blind,infosets,utility_sum_last_batch,checkpoint_reason
20260502-222802,1777798770.879084,0,0,0.0,10984,65904000,23488.168548822403,10984,65904000,23488.168548822403,10984,65904000,23488.168548822403,10,300,cfr,1000,10,6336,-801.33770792499,interval
20260502-222802,1777799073.123497,0,0,0.0,11121,66726000,23790.41334795952,11121,66726000,23790.41334795952,11121,66726000,23790.41334795952,10,300,cfr,1000,10,6336,-2018.7298838244,interval
20260502-222802,1777799375.160179,0,0,0.0,11259,67554000,24092.448381900787,11259,67554000,24092.448381900787,11259,67554000,24092.448381900787,10,300,cfr,1000,10,6336,179.46159435465032,interval
20260502-222802,1777799675.814362,0,0,0.0,11396,68376000,24393.102612018585,11396,68376000,24393.102612018585,11396,68376000,24393.102612018585,10,300,cfr,1000,10,6336,803.3917599042611,interval
20260502-222802,1777799976.8963552,0,0,0.0,11531,69186000,24694.186522960663,11531,69186000,24694.186522960663,11531,69186000,24694.186522960663,10,300,cfr,1000,10,6336,-293.93243529746314,interval
20260502-222802,1777800277.168053,0,0,0.0,11666,69996000,24994.457362890244,11666,69996000,24994.457362890244,11666,69996000,24994.457362890244,10,300,cfr,1000,10,6336,419.1973246257768,interval
20260502-222802,1777800577.867211,0,0,0.0,11801,70806000,25295.154260873795,11801,70806000,25295.154260873795,11801,70806000,25295.154260873795,10,300,cfr,1000,10,6336,-639.7020799421618,interval
20260502-222802,1777800879.9112818,0,0,0.0,11937,71622000,25597.199142932892,11937,71622000,25597.199142932892,11937,71622000,25597.199142932892,10,300,cfr,1000,10,6336,-526.3942389875646,interval
20260502-222802,1777801181.190562,0,0,0.0,12071,72426000,25898.48266005516,12071,72426000,25898.48266005516,12071,72426000,25898.48266005516,10,300,cfr,1000,10,6336,-216.3905105570988,interval
20260502-222802,1777801481.740439,0,0,0.0,12203,73218000,26199.026290893555,12203,73218000,26199.026290893555,12203,73218000,26199.026290893555,10,300,cfr,1000,10,6336,651.8273360486075,interval
20260502-222802,1777801782.7045891,0,0,0.0,12338,74028000,26499.992037773132,12338,74028000,26499.992037773132,12338,74028000,26499.992037773132,10,300,cfr,1000,10,6336,-731.8889499976715,interval
20260502-222802,1777802083.5554838,0,0,0.0,12474,74844000,26800.84414792061,12474,74844000,26800.84414792061,12474,74844000,26800.84414792061,10,300,cfr,1000,10,6336,1073.6650352852366,interval
20260502-222802,1777802384.642014,0,0,0.0,12610,75660000,27101.934952020645,12610,75660000,27101.934952020645,12610,75660000,27101.934952020645,10,300,cfr,1000,10,6336,-1288.725321402214,interval
20260502-222802,1777802686.467515,0,0,0.0,12745,76470000,27403.760217905045,12745,76470000,27403.760217905045,12745,76470000,27403.760217905045,10,300,cfr,1000,10,6336,-253.91878983259414,interval
20260502-222802,1777802986.580068,0,0,0.0,12880,77280000,27703.87330508232,12880,77280000,27703.87330508232,12880,77280000,27703.87330508232,10,300,cfr,1000,10,6336,-1147.4366042027457,interval
20260502-222802,1777803286.648702,0,0,0.0,13018,78108000,28003.93565273285,13018,78108000,28003.93565273285,13018,78108000,28003.93565273285,10,300,cfr,1000,10,6336,-806.5445586534045,interval
20260502-222802,1777803588.719637,0,0,0.0,13157,78942000,28306.008079767227,13157,78942000,28306.008079767227,13157,78942000,28306.008079767227,10,300,cfr,1000,10,6336,309.39349064399505,interval
20260502-222802,1777803890.823004,0,0,0.0,13296,79776000,28608.1162481308,13296,79776000,28608.1162481308,13296,79776000,28608.1162481308,10,300,cfr,1000,10,6336,-1031.410433844419,interval
20260502-222802,1777804191.278483,0,0,0.0,13433,80598000,28908.571449756622,13433,80598000,28908.571449756622,13433,80598000,28908.571449756622,10,300,cfr,1000,10,6336,-1289.1114061088858,interval
20260502-222802,1777804492.178886,0,0,0.0,13570,81420000,29209.469877004623,13570,81420000,29209.469877004623,13570,81420000,29209.469877004623,10,300,cfr,1000,10,6336,382.95643963050003,interval
20260502-222802,1777804793.729044,0,0,0.0,13705,82230000,29511.018895864487,13705,82230000,29511.018895864487,13705,82230000,29511.018895864487,10,300,cfr,1000,10,6336,-713.0491127029106,interval
20260502-222802,1777805095.63522,0,0,0.0,13839,83034000,29812.926868915558,13839,83034000,29812.926868915558,13839,83034000,29812.926868915558,10,300,cfr,1000,10,6336,-1080.5015750978241,interval
20260502-222802,1777805396.628609,0,0,0.0,13971,83826000,30113.918603897095,13971,83826000,30113.918603897095,13971,83826000,30113.918603897095,10,300,cfr,1000,10,6336,761.469387240798,interval
20260502-222802,1777805697.0749052,0,0,0.0,14105,84630000,30414.36328983307,14105,84630000,30414.36328983307,14105,84630000,30414.36328983307,10,300,cfr,1000,10,6336,648.5274776294631,interval
20260502-222802,1777805997.438447,0,0,0.0,14241,85446000,30714.72864794731,14241,85446000,30714.72864794731,14241,85446000,30714.72864794731,10,300,cfr,1000,10,6336,1176.9419911202299,interval
20260502-222802,1777806297.6520472,0,0,0.0,14379,86274000,31014.942504882812,14379,86274000,31014.942504882812,14379,86274000,31014.942504882812,10,300,cfr,1000,10,6336,-1137.0744132564084,interval
20260502-222802,1777806597.8401,0,0,0.0,14522,87132000,31315.12806391716,14522,87132000,31315.12806391716,14522,87132000,31315.12806391716,10,300,cfr,1000,10,6336,-357.85467941748277,interval
20260502-222802,1777806899.2343009,0,0,0.0,14667,88002000,31616.522419929504,14667,88002000,31616.522419929504,14667,88002000,31616.522419929504,10,300,cfr,1000,10,6336,507.3826777503512,interval
20260502-222802,1777807200.447169,0,0,0.0,14814,88884000,31917.73370695114,14814,88884000,31917.73370695114,14814,88884000,31917.73370695114,10,300,cfr,1000,10,6336,-441.371954068671,interval
20260502-222802,1777807501.443035,0,0,0.0,14960,89760000,32218.73032283783,14960,89760000,32218.73032283783,14960,89760000,32218.73032283783,10,300,cfr,1000,10,6336,614.6976421639672,interval
20260502-222802,1777807802.4661179,0,0,0.0,15104,90624000,32519.75389289856,15104,90624000,32519.75389289856,15104,90624000,32519.75389289856,10,300,cfr,1000,10,6336,153.480367245492,interval
20260502-222802,1777808104.6125062,0,0,0.0,15247,91482000,32821.90008974075,15247,91482000,32821.90008974075,15247,91482000,32821.90008974075,10,300,cfr,1000,10,6336,411.2474812769958,interval
20260502-222802,1777808406.398499,0,0,0.0,15390,92340000,33123.691210985184,15390,92340000,33123.691210985184,15390,92340000,33123.691210985184,10,300,cfr,1000,10,6336,-396.96184453726755,interval
20260502-222802,1777808706.597526,0,0,0.0,15533,93198000,33423.887149095535,15533,93198000,33423.887149095535,15533,93198000,33423.887149095535,10,300,cfr,1000,10,6336,-431.28067084973026,interval
20260502-222802,1777809008.0513039,0,0,0.0,15678,94068000,33725.3359811306,15678,94068000,33725.3359811306,15678,94068000,33725.3359811306,10,300,cfr,1000,10,6336,1503.195689053091,interval
20260502-222802,1777809310.071753,0,0,0.0,15822,94932000,34027.35863876343,15822,94932000,34027.35863876343,15822,94932000,34027.35863876343,10,300,cfr,1000,10,6336,-742.0018852654957,interval
20260502-222802,1777809611.8893492,0,0,0.0,15963,95778000,34329.17465591431,15963,95778000,34329.17465591431,15963,95778000,34329.17465591431,10,300,cfr,1000,10,6336,-51.22252334249751,interval
20260502-222802,1777809912.391489,0,0,0.0,16100,96600000,34629.67330574989,16100,96600000,34629.67330574989,16100,96600000,34629.67330574989,10,300,cfr,1000,10,6336,255.32597720299492,interval
20260502-222802,1777810212.745982,0,0,0.0,16235,97410000,34930.0302259922,16235,97410000,34930.0302259922,16235,97410000,34930.0302259922,10,300,cfr,1000,10,6336,-1050.4927191348556,interval
20260502-222802,1777810513.505944,0,0,0.0,16371,98226000,35230.79621195793,16371,98226000,35230.79621195793,16371,98226000,35230.79621195793,10,300,cfr,1000,10,6336,-1261.3913910847727,interval
20260502-222802,1777810815.370464,0,0,0.0,16508,99048000,35532.66103196144,16508,99048000,35532.66103196144,16508,99048000,35532.66103196144,10,300,cfr,1000,10,6336,231.3334812374975,interval
20260502-222802,1777811116.5234401,0,0,0.0,16646,99876000,35833.81333875656,16646,99876000,35833.81333875656,16646,99876000,35833.81333875656,10,300,cfr,1000,10,6336,119.57427790091458,interval
20260502-222802,1777811417.3454669,0,0,0.0,16786,100716000,36134.63599205017,16786,100716000,36134.63599205017,16786,100716000,36134.63599205017,10,300,cfr,1000,10,6336,-450.72665361505494,interval
20260502-222802,1777811718.868059,0,0,0.0,16925,101550000,36436.160557985306,16925,101550000,36436.160557985306,16925,101550000,36436.160557985306,10,300,cfr,1000,10,6336,-1.4296500272698154,interval
20260502-222802,1777812020.178468,0,0,0.0,17061,102366000,36737.470225811005,17061,102366000,36737.470225811005,17061,102366000,36737.470225811005,10,300,cfr,1000,10,6336,-300.103798271012,interval
20260502-222802,1777812321.802592,0,0,0.0,17196,103176000,37039.093912124634,17196,103176000,37039.093912124634,17196,103176000,37039.093912124634,10,300,cfr,1000,10,6336,-1596.4603342509845,interval
20260502-222802,1777812622.6561239,0,0,0.0,17331,103986000,37339.949651002884,17331,103986000,37339.949651002884,17331,103986000,37339.949651002884,10,300,cfr,1000,10,6336,1544.9100045806167,interval
20260502-222802,1777812923.892748,0,0,0.0,17468,104808000,37641.18496990204,17468,104808000,37641.18496990204,17468,104808000,37641.18496990204,10,300,cfr,1000,10,6336,302.61667788228124,interval
20260502-222802,1777813225.623965,0,0,0.0,17606,105636000,37942.91415596008,17606,105636000,37942.91415596008,17606,105636000,37942.91415596008,10,300,cfr,1000,10,6336,1166.6124512565348,interval
20260502-222802,1777813526.480722,0,0,0.0,17742,106452000,38243.76965880394,17742,106452000,38243.76965880394,17742,106452000,38243.76965880394,10,300,cfr,1000,10,6336,648.7714280952493,interval
20260502-222802,1777813826.867873,0,0,0.0,17879,107274000,38544.15586900711,17879,107274000,38544.15586900711,17879,107274000,38544.15586900711,10,300,cfr,1000,10,6336,-105.90915313327676,interval
20260502-222802,1777814128.29341,0,0,0.0,18018,108108000,38845.58116674423,18018,108108000,38845.58116674423,18018,108108000,38845.58116674423,10,300,cfr,1000,10,6336,-321.46944117578687,interval
20260502-222802,1777814428.9220228,0,0,0.0,18159,108954000,39146.21171092987,18159,108954000,39146.21171092987,18159,108954000,39146.21171092987,10,300,cfr,1000,10,6336,801.9040095042401,interval
20260502-222802,1777814730.1594439,0,0,0.0,18300,109800000,39447.45166993141,18300,109800000,39447.45166993141,18300,109800000,39447.45166993141,10,300,cfr,1000,10,6336,-1323.2530474428677,interval
20260502-222802,1777815031.6215649,0,0,0.0,18442,110652000,39748.91181898117,18442,110652000,39748.91181898117,18442,110652000,39748.91181898117,10,300,cfr,1000,10,6336,393.775878295634,interval
20260502-222802,1777815333.6056168,0,0,0.0,18586,111516000,40050.89548587799,18586,111516000,40050.89548587799,18586,111516000,40050.89548587799,10,300,cfr,1000,10,6336,520.2132918019188,interval
20260502-222802,1777815634.19666,0,0,0.0,18730,112380000,40351.48135590553,18730,112380000,40351.48135590553,18730,112380000,40351.48135590553,10,300,cfr,1000,10,6336,-343.50047799586736,interval
20260502-222802,1777815935.898123,0,0,0.0,18875,113250000,40653.18645977974,18875,113250000,40653.18645977974,18875,113250000,40653.18645977974,10,300,cfr,1000,10,6336,-565.563814838159,interval
20260502-222802,1777816237.511281,0,0,0.0,19022,114132000,40954.801366090775,19022,114132000,40954.801366090775,19022,114132000,40954.801366090775,10,300,cfr,1000,10,6336,-643.2463062769423,interval
20260502-222802,1777816539.509234,0,0,0.0,19169,115014000,41256.79944181442,19169,115014000,41256.79944181442,19169,115014000,41256.79944181442,10,300,cfr,1000,10,6336,-296.89565027373453,interval
20260502-222802,1777816840.83147,0,0,0.0,19313,115878000,41558.11689090729,19313,115878000,41558.11689090729,19313,115878000,41558.11689090729,10,300,cfr,1000,10,6336,-934.6759100563007,interval
20260502-222802,1777817141.457424,0,0,0.0,19456,116736000,41858.74690294266,19456,116736000,41858.74690294266,19456,116736000,41858.74690294266,10,300,cfr,1000,10,6336,-1578.666051107969,interval
20260502-222802,1777817442.296003,0,0,0.0,19596,117576000,42159.586397886276,19596,117576000,42159.586397886276,19596,117576000,42159.586397886276,10,300,cfr,1000,10,6336,-87.96452146293069,interval
20260502-222802,1777817743.235418,0,0,0.0,19739,118434000,42460.529374837875,19739,118434000,42460.529374837875,19739,118434000,42460.529374837875,10,300,cfr,1000,10,6336,206.26169933379649,interval
20260502-222802,1777818044.221571,0,0,0.0,19884,119304000,42761.510150909424,19884,119304000,42761.510150909424,19884,119304000,42761.510150909424,10,300,cfr,1000,10,6336,1148.3486396608412,interval
20260502-222802,1777818345.4813561,0,0,0.0,19996,119976000,43062.718532800674,19996,119976000,43062.718532800674,19996,119976000,43062.718532800674,10,300,cfr,1000,10,6336,-539.4375079371719,interval
20260502-222802,1777818484.146595,0,0,0.0,20038,120228000,43201.386457920074,20038,120228000,43201.386457920074,20038,120228000,43201.386457920074,10,300,cfr,1000,10,6336,-210.29117336019954,final
20260503-174715,1777845189.650563,0,0,0.0,14,280000,354.0514602661133,14,280000,354.0514602661133,14,280000,354.0514602661133,10,1000,cfr_plus,1000,10,9696,-11592.241814615525,interval
20260503-174715,1777845854.447443,0,0,0.0,17,340000,1018.8527181148529,17,340000,1018.8527181148529,17,340000,1018.8527181148529,10,1000,cfr_plus,1000,10,9696,-7352.129051892614,interval
20260503-174715,1777846214.430371,0,0,0.0,21,420000,1378.8528163433075,21,420000,1378.8528163433075,21,420000,1378.8528163433075,10,1000,cfr_plus,1000,10,9696,-4793.484292831341,interval
20260503-174715,1777846696.65562,0,0,0.0,24,480000,1861.0428643226624,24,480000,1861.0428643226624,24,480000,1861.0428643226624,10,1000,cfr_plus,1000,10,9696,-2638.768452460632,interval
20260503-174715,1777847002.0180101,0,0,0.0,45,900000,2166.4378423690796,45,900000,2166.4378423690796,45,900000,2166.4378423690796,10,1000,cfr_plus,1000,10,9696,-6861.796364357801,interval
20260503-174715,1777847314.4053938,0,0,0.0,66,1320000,2478.8259332180023,66,1320000,2478.8259332180023,66,1320000,2478.8259332180023,10,1000,cfr_plus,1000,10,9696,-9012.895527316665,interval
20260503-174715,1777847622.5619469,0,0,0.0,84,1680000,2786.9295852184296,84,1680000,2786.9295852184296,84,1680000,2786.9295852184296,10,1000,cfr_plus,1000,10,9696,-569.28414507369,interval
20260503-174715,1777847929.972867,0,0,0.0,90,1800000,3094.3304302692413,90,1800000,3094.3304302692413,90,1800000,3094.3304302692413,10,1000,cfr_plus,1000,10,9696,-4380.434404998085,interval
20260503-174715,1777848243.000167,0,0,0.0,108,2160000,3407.418211221695,108,2160000,3407.418211221695,108,2160000,3407.418211221695,10,1000,cfr_plus,1000,10,9696,-4100.948458120072,interval
20260503-174715,1777848557.691926,0,0,0.0,130,2600000,3722.106611251831,130,2600000,3722.106611251831,130,2600000,3722.106611251831,10,1000,cfr_plus,1000,10,9696,-4759.390671370624,interval
20260503-174715,1777848868.516382,0,0,0.0,151,3020000,4032.9371230602264,151,3020000,4032.9371230602264,151,3020000,4032.9371230602264,10,1000,cfr_plus,1000,10,9696,-10232.772094647285,interval
20260503-174715,1777849178.485464,0,0,0.0,172,3440000,4342.904734373093,172,3440000,4342.904734373093,172,3440000,4342.904734373093,10,1000,cfr_plus,1000,10,9696,-6035.612448096684,interval
20260503-174715,1777849485.630157,0,0,0.0,192,3840000,4650.025167226791,192,3840000,4650.025167226791,192,3840000,4650.025167226791,10,1000,cfr_plus,1000,10,9696,-451.1334784312546,interval
20260503-174715,1777849800.241843,0,0,0.0,214,4280000,4964.660306215286,214,4280000,4964.660306215286,214,4280000,4964.660306215286,10,1000,cfr_plus,1000,10,9696,-4674.51471293713,interval
20260503-174715,1777850104.908113,0,0,0.0,236,4720000,5269.325345039368,236,4720000,5269.325345039368,236,4720000,5269.325345039368,10,1000,cfr_plus,1000,10,9696,-589.6893199658317,interval
20260503-174715,1777850406.203051,0,0,0.0,258,5160000,5570.620621204376,258,5160000,5570.620621204376,258,5160000,5570.620621204376,10,1000,cfr_plus,1000,10,9696,-3214.161423782782,interval
20260503-174715,1777850713.430327,0,0,0.0,280,5600000,5877.736656188965,280,5600000,5877.736656188965,280,5600000,5877.736656188965,10,1000,cfr_plus,1000,10,9696,-7045.183037968208,interval
20260503-174715,1777851015.7525382,0,0,0.0,302,6040000,6180.172794103622,302,6040000,6180.172794103622,302,6040000,6180.172794103622,10,1000,cfr_plus,1000,10,9696,-3020.3084923088704,interval
20260503-174715,1777851328.0208561,0,0,0.0,325,6500000,6492.434857368469,325,6500000,6492.434857368469,325,6500000,6492.434857368469,10,1000,cfr_plus,1000,10,9696,-9149.516012051161,interval
20260503-174715,1777851636.0420969,0,0,0.0,348,6960000,6800.458388090134,348,6960000,6800.458388090134,348,6960000,6800.458388090134,10,1000,cfr_plus,1000,10,9696,-4017.5542619047887,interval
20260503-174715,1777851948.2890291,0,0,0.0,370,7400000,7112.696252346039,370,7400000,7112.696252346039,370,7400000,7112.696252346039,10,1000,cfr_plus,1000,10,9696,-5746.072535811086,interval
20260503-174715,1777852250.038412,0,0,0.0,401,8020000,7414.525530099869,401,8020000,7414.525530099869,401,8020000,7414.525530099869,10,1000,cfr_plus,1000,10,9696,-2288.078057325947,interval
20260503-174715,1777852557.4817789,0,0,0.0,440,8800000,7721.97354722023,440,8800000,7721.97354722023,440,8800000,7721.97354722023,10,1000,cfr_plus,1000,10,9696,-3369.547665027763,interval
20260503-174715,1777852862.684629,0,0,0.0,479,9580000,8027.1732132434845,479,9580000,8027.1732132434845,479,9580000,8027.1732132434845,10,1000,cfr_plus,1000,10,9696,-707.5895301950295,interval
20260503-174715,1777853169.151325,0,0,0.0,518,10360000,8333.629451036453,518,10360000,8333.629451036453,518,10360000,8333.629451036453,10,1000,cfr_plus,1000,10,9696,-2812.448476355868,interval
20260503-174715,1777853473.9748821,0,0,0.0,558,11160000,8638.45290017128,558,11160000,8638.45290017128,558,11160000,8638.45290017128,10,1000,cfr_plus,1000,10,9696,-2828.4830319267867,interval
20260503-174715,1777853774.957691,0,0,0.0,598,11960000,8939.446550130844,598,11960000,8939.446550130844,598,11960000,8939.446550130844,10,1000,cfr_plus,1000,10,9696,-1728.4993364222858,interval
20260503-174715,1777854079.385778,0,0,0.0,638,12760000,9243.876639127731,638,12760000,9243.876639127731,638,12760000,9243.876639127731,10,1000,cfr_plus,1000,10,9696,-1079.1446872939312,interval
20260503-174715,1777854383.275073,0,0,0.0,678,13560000,9547.766530036926,678,13560000,9547.766530036926,678,13560000,9547.766530036926,10,1000,cfr_plus,1000,10,9696,575.5173515284747,interval
20260503-174715,1777854687.2131279,0,0,0.0,718,14360000,9851.702220201492,718,14360000,9851.702220201492,718,14360000,9851.702220201492,10,1000,cfr_plus,1000,10,9696,-4329.19522996571,interval
20260503-174715,1777854991.3987331,0,0,0.0,758,15160000,10155.890613079071,758,15160000,10155.890613079071,758,15160000,10155.890613079071,10,1000,cfr_plus,1000,10,9696,1660.9974380547444,interval
20260503-174715,1777855294.614809,0,0,0.0,798,15960000,10459.104974269867,798,15960000,10459.104974269867,798,15960000,10459.104974269867,10,1000,cfr_plus,1000,10,9696,-472.1645229087135,interval
20260503-174715,1777855597.211987,0,0,0.0,838,16760000,10761.70415520668,838,16760000,10761.70415520668,838,16760000,10761.70415520668,10,1000,cfr_plus,1000,10,9696,-4855.9397213990005,interval
20260503-174715,1777855899.918459,0,0,0.0,878,17560000,11064.400611162186,878,17560000,11064.400611162186,878,17560000,11064.400611162186,10,1000,cfr_plus,1000,10,9696,783.9254436299075,interval
20260503-174715,1777856206.4735081,0,0,0.0,918,18360000,11370.966014385223,918,18360000,11370.966014385223,918,18360000,11370.966014385223,10,1000,cfr_plus,1000,10,9696,-2573.263981701922,interval
20260503-174715,1777856507.218302,0,0,0.0,957,19140000,11671.708885192871,957,19140000,11671.708885192871,957,19140000,11671.708885192871,10,1000,cfr_plus,1000,10,9696,-1522.3982089741457,interval
20260503-174715,1777856814.1110551,0,0,0.0,997,19940000,11978.46496629715,997,19940000,11978.46496629715,997,19940000,11978.46496629715,10,1000,cfr_plus,1000,10,9696,-3654.178698643159,interval
20260503-174715,1777857118.139104,0,0,0.0,1037,20740000,12282.626657009125,1037,20740000,12282.626657009125,1037,20740000,12282.626657009125,10,1000,cfr_plus,1000,10,9696,-7118.4791611777755,interval
20260503-174715,1777857424.3767428,0,0,0.0,1077,21540000,12588.868307352066,1077,21540000,12588.868307352066,1077,21540000,12588.868307352066,10,1000,cfr_plus,1000,10,9696,1858.184197232217,interval
20260503-174715,1777857730.780231,0,0,0.0,1117,22340000,12895.271913290024,1117,22340000,12895.271913290024,1117,22340000,12895.271913290024,10,1000,cfr_plus,1000,10,9696,-3226.2986526905074,interval
20260503-174715,1777858032.103911,0,0,0.0,1156,23120000,13196.59537100792,1156,23120000,13196.59537100792,1156,23120000,13196.59537100792,10,1000,cfr_plus,1000,10,9696,-1858.7263784854676,interval
20260503-174715,1777858334.619474,0,0,0.0,1195,23900000,13499.106447219849,1195,23900000,13499.106447219849,1195,23900000,13499.106447219849,10,1000,cfr_plus,1000,10,9696,751.2845394767467,interval
20260503-174715,1777858641.1320262,0,0,0.0,1235,24700000,13805.62066936493,1235,24700000,13805.62066936493,1235,24700000,13805.62066936493,10,1000,cfr_plus,1000,10,9696,-2464.6266284521607,interval
20260503-174715,1777858944.447744,0,0,0.0,1274,25480000,14108.927737236023,1274,25480000,14108.927737236023,1274,25480000,14108.927737236023,10,1000,cfr_plus,1000,10,9696,-4673.724009397394,interval
20260503-174715,1777859249.2781498,0,0,0.0,1314,26280000,14413.762294054031,1314,26280000,14413.762294054031,1314,26280000,14413.762294054031,10,1000,cfr_plus,1000,10,9696,-6500.094540506054,interval
20260503-174715,1777859551.958005,0,0,0.0,1351,27020000,14716.440246105194,1351,27020000,14716.440246105194,1351,27020000,14716.440246105194,10,1000,cfr_plus,1000,10,9696,963.5448343652076,interval
20260503-174715,1777859855.699735,0,0,0.0,1391,27820000,15020.18822813034,1391,27820000,15020.18822813034,1391,27820000,15020.18822813034,10,1000,cfr_plus,1000,10,9696,-3995.4983291356957,interval
20260503-174715,1777860158.640569,0,0,0.0,1430,28600000,15323.127832174301,1430,28600000,15323.127832174301,1430,28600000,15323.127832174301,10,1000,cfr_plus,1000,10,9696,-2899.5897117159025,interval
20260503-174715,1777860461.419442,0,0,0.0,1469,29380000,15625.907828330994,1469,29380000,15625.907828330994,1469,29380000,15625.907828330994,10,1000,cfr_plus,1000,10,9696,674.1974657198841,interval
20260503-174715,1777860767.67036,0,0,0.0,1509,30180000,15932.15982913971,1509,30180000,15932.15982913971,1509,30180000,15932.15982913971,10,1000,cfr_plus,1000,10,9696,1504.0492949111572,interval
20260503-174715,1777861068.649811,0,0,0.0,1548,30960000,16233.14242219925,1548,30960000,16233.14242219925,1548,30960000,16233.14242219925,10,1000,cfr_plus,1000,10,9696,-2653.822489705307,interval
20260503-174715,1777861375.500763,0,0,0.0,1588,31760000,16539.9817841053,1588,31760000,16539.9817841053,1588,31760000,16539.9817841053,10,1000,cfr_plus,1000,10,9696,-1734.0594725153876,interval
20260503-174715,1777861681.403636,0,0,0.0,1628,32560000,16845.888969421387,1628,32560000,16845.888969421387,1628,32560000,16845.888969421387,10,1000,cfr_plus,1000,10,9696,4682.562725461692,interval
20260503-174715,1777861985.3057761,0,0,0.0,1668,33360000,17149.79342317581,1668,33360000,17149.79342317581,1668,33360000,17149.79342317581,10,1000,cfr_plus,1000,10,9696,-5246.876914608654,interval
20260503-174715,1777862289.973258,0,0,0.0,1708,34160000,17454.455003261566,1708,34160000,17454.455003261566,1708,34160000,17454.455003261566,10,1000,cfr_plus,1000,10,9696,-7256.853383244685,interval
20260503-174715,1777862593.339062,0,0,0.0,1748,34960000,17757.83113718033,1748,34960000,17757.83113718033,1748,34960000,17757.83113718033,10,1000,cfr_plus,1000,10,9696,3086.4339080361183,interval
20260503-174715,1777862897.443222,0,0,0.0,1788,35760000,18061.933751106262,1788,35760000,18061.933751106262,1788,35760000,18061.933751106262,10,1000,cfr_plus,1000,10,9696,-4260.0896658884985,interval
20260503-174715,1777863202.028394,0,0,0.0,1828,36560000,18366.51458311081,1828,36560000,18366.51458311081,1828,36560000,18366.51458311081,10,1000,cfr_plus,1000,10,9696,-1316.5946291353926,interval
20260503-174715,1777863508.370904,0,0,0.0,1868,37360000,18672.862933158875,1868,37360000,18672.862933158875,1868,37360000,18672.862933158875,10,1000,cfr_plus,1000,10,9696,-3584.174989428444,interval
20260503-174715,1777863813.0726998,0,0,0.0,1908,38160000,18977.561669111252,1908,38160000,18977.561669111252,1908,38160000,18977.561669111252,10,1000,cfr_plus,1000,10,9696,-2566.7065207699043,interval
20260503-174715,1777864113.584151,0,0,0.0,1948,38960000,19278.07089829445,1948,38960000,19278.07089829445,1948,38960000,19278.07089829445,10,1000,cfr_plus,1000,10,9696,-111.50451086513539,interval
20260503-174715,1777864420.648299,0,0,0.0,1989,39780000,19585.140052080154,1989,39780000,19585.140052080154,1989,39780000,19585.140052080154,10,1000,cfr_plus,1000,10,9696,991.3900603910118,interval
20260503-174715,1777864726.993776,0,0,0.0,2030,40600000,19891.482315063477,2030,40600000,19891.482315063477,2030,40600000,19891.482315063477,10,1000,cfr_plus,1000,10,9696,779.2898049321202,interval
20260503-174715,1777865033.9011421,0,0,0.0,2071,41420000,20198.38789510727,2071,41420000,20198.38789510727,2071,41420000,20198.38789510727,10,1000,cfr_plus,1000,10,9696,-3709.2012763615394,interval
20260503-174715,1777865339.432735,0,0,0.0,2112,42240000,20503.917637109756,2112,42240000,20503.917637109756,2112,42240000,20503.917637109756,10,1000,cfr_plus,1000,10,9696,-5959.123899378968,interval
20260503-174715,1777865641.036314,0,0,0.0,2153,43060000,20805.521697044373,2153,43060000,20805.521697044373,2153,43060000,20805.521697044373,10,1000,cfr_plus,1000,10,9696,485.92299548184974,interval
20260503-174715,1777865944.503534,0,0,0.0,2194,43880000,21108.992435216904,2194,43880000,21108.992435216904,2194,43880000,21108.992435216904,10,1000,cfr_plus,1000,10,9696,-7264.057194776103,interval
20260503-174715,1777866251.934407,0,0,0.0,2234,44680000,21416.421507120132,2234,44680000,21416.421507120132,2234,44680000,21416.421507120132,10,1000,cfr_plus,1000,10,9696,3223.098674297441,interval
20260503-174715,1777866553.8545961,0,0,0.0,2273,45460000,21718.343863248825,2273,45460000,21718.343863248825,2273,45460000,21718.343863248825,10,1000,cfr_plus,1000,10,9696,151.2648471081762,interval
20260503-174715,1777866857.232594,0,0,0.0,2313,46260000,22021.717813014984,2313,46260000,22021.717813014984,2313,46260000,22021.717813014984,10,1000,cfr_plus,1000,10,9696,-1775.4217755111895,interval
20260503-174715,1777867158.485214,0,0,0.0,2354,47080000,22322.967410326004,2354,47080000,22322.967410326004,2354,47080000,22322.967410326004,10,1000,cfr_plus,1000,10,9696,211.2322629767525,interval
20260503-174715,1777867462.8278568,0,0,0.0,2396,47920000,22627.309591054916,2396,47920000,22627.309591054916,2396,47920000,22627.309591054916,10,1000,cfr_plus,1000,10,9696,-1281.3466809905715,interval
20260503-174715,1777867768.713475,0,0,0.0,2438,48760000,22933.19725227356,2438,48760000,22933.19725227356,2438,48760000,22933.19725227356,10,1000,cfr_plus,1000,10,9696,-665.1716067296388,interval
20260503-174715,1777868074.4671202,0,0,0.0,2480,49600000,23238.954151153564,2480,49600000,23238.954151153564,2480,49600000,23238.954151153564,10,1000,cfr_plus,1000,10,9696,2488.2742059996885,interval
20260503-174715,1777868376.377877,0,0,0.0,2521,50420000,23540.85808634758,2521,50420000,23540.85808634758,2521,50420000,23540.85808634758,10,1000,cfr_plus,1000,10,9696,-5657.986493140584,interval
